Team,Player,Pos,OVR,Age,SPD,STR,AGI,ACC,AWR,BTK,TRK,COD,BCV
Giants,P. Adebo,CB,78,26,91,64,92,91,77,51,41,87,71
Giants,D. Slayton,WR,78,28,94,57,85,91,82,73,36,87,85
Giants,D. Phillips,CB,78,23,90,62,90,91,78,63,35,88,62
Giants,J. Eluemunor,RT,78,30,68,92,57,62,82,12,36,47,18
Giants,T. Johnson,TE,77,24,87,75,79,90,82,67,69,76,75
Giants,G. Gano,K,76,38,75,63,64,77,63,5,10,55,10
Giants,D. Belton,SS,76,24,91,63,87,93,75,44,36,86,56
Giants,M. McFadden,WILL,76,25,85,72,83,91,77,33,35,75,47
Giants,D. Singletary,HB,76,27,87,70,88,89,76,80,78,89,84
Giants,J. Dart,QB,76,22,84,63,82,88,79,75,57,82,90
Giants,G. Van Roten,RG,76,35,67,84,56,61,86,5,15,50,15
Giants,D. Banks,CB,75,24,94,60,90,97,70,64,48,91,67
Giants,J. Runyan,LG,74,28,71,87,64,70,84,17,27,57,12
Giants,T. Nubin,SS,74,24,87,62,82,85,78,61,55,83,67
Giants,J. Schmitz Jr,C,73,26,61,84,57,72,80,30,30,57,32
Giants,E. Neal,RG,73,24,76,91,61,79,63,24,35,54,29
Giants,C. Golston,LEDG,73,27,78,81,71,86,74,31,37,63,38
Giants,R. Robertson-Harris,DT,73,32,77,82,71,72,87,16,46,62,25
Giants,D. Alexander,DT,72,25,74,86,73,79,68,37,42,63,49
Giants,J. Gillan,P,71,28,76,69,64,74,56,25,23,56,34
Giants,J. Winston,QB,71,31,76,72,76,72,66,71,64,73,76
Giants,C. Manhertz,TE,71,33,78,77,81,83,68,59,63,73,61
Giants,D. Bellinger,TE,71,24,85,79,79,89,75,56,64,70,69
Giants,I. Hodgins,WR,71,26,87,60,84,89,74,70,45,86,77
Giants,J. Hyatt,WR,70,23,94,57,82,95,66,69,35,83,83
Giants,V. Dimukeje,REDG,70,25,77,82,75,78,69,20,33,67,34
Giants,C. Kreiter,LS,70,35,72,67,68,71,61,15,22,63,20
Giants,B. Sauls,K,70,24,73,46,60,73,53,10,12,52,10
Giants,D. Muasau,WILL,70,24,82,63,76,88,75,37,41,75,54
Giants,R. Nunez-Roches Sr,DT,70,32,72,81,58,72,72,10,15,53,10
Giants,R. Wilson,QB,69,36,84,59,87,84,56,65,38,86,78
Giants,A. Stinnie,LG,69,31,70,83,61,62,82,5,15,49,10
Giants,B. Ford-Wheaton,WR,68,25,92,68,84,93,65,73,53,84,78
Giants,K. Black,CB,68,23,94,58,83,91,62,45,24,83,59
Giants,N. Hewitt,MIKE,68,32,85,67,74,82,71,20,25,65,33
Giants,E. Gray,HB,67,25,86,69,85,90,63,76,70,86,82
Giants,D. Davidson,DT,67,27,65,83,64,69,70,22,30,55,23
Giants,M. Mbow,RT,67,22,71,84,68,73,66,15,24,57,16
Giants,B. Collins,WR,67,22,88,73,79,90,67,74,60,85,78
Giants,A. Schlottmann,C,67,29,70,86,58,75,74,5,15,47,15
Giants,R. Miller,WR,66,25,88,63,89,88,59,74,47,82,82
Giants,G. Olszewski,WR,66,28,88,56,86,89,75,67,35,80,78
Giants,R. Payton,CB,66,25,86,58,86,91,66,57,34,90,66
Giants,D. Cambre,WR,66,24,91,61,87,93,65,70,45,87,76
Giants,T. Fidone II,TE,65,22,81,71,83,89,63,61,66,78,65
Giants,C. Board,WILL,65,30,87,69,85,87,66,40,52,74,48
Giants,A. Green,CB,65,25,94,57,83,95,59,50,26,83,66
Giants,Z. Barnes,WILL,65,25,88,67,83,91,59,50,48,78,60
Giants,C. Murphy,REDG,64,25,79,70,74,84,56,45,48,68,50
Giants,N. Jones,CB,64,22,89,49,87,92,59,61,27,84,68
Giants,J. Ezeudu,LT,64,25,66,81,57,72,70,12,20,58,17
Giants,T. Fox,LEDG,64,27,81,77,77,85,55,23,34,69,32
Giants,J. Hudson III,LT,63,26,60,82,51,65,73,15,15,51,10
Giants,B. Brade,FS,63,23,84,61,87,91,62,72,58,81,70
Giants,D. Flannigan-Fowles,MIKE,62,28,86,65,76,85,66,45,48,75,54
